id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5032880777,Michaël Maes,https://api.openalex.org/works?filter=author.id:A5032880777,141,1385,BG
https://openalex.org/A5089601215,Michael McGreevy,https://api.openalex.org/works?filter=author.id:A5089601215,10,30,SG
https://openalex.org/A5052854928,Michael Quayle,https://api.openalex.org/works?filter=author.id:A5052854928,27,155,ZA
https://openalex.org/A5076189854,Michael S. Bernstein,https://api.openalex.org/works?filter=author.id:A5076189854,66,281,US
https://openalex.org/A5054586972,Michael Szell,https://api.openalex.org/works?filter=author.id:A5054586972,25,81,DK
https://openalex.org/A5002176910,Michael Tiemann,https://api.openalex.org/works?filter=author.id:A5002176910,35,196,DE
https://openalex.org/A5057564770,Michael Yeomans,https://api.openalex.org/works?filter=author.id:A5057564770,15,56,GB
https://openalex.org/A5057695979,Michalis Vazirgiannis,https://api.openalex.org/works?filter=author.id:A5057695979,46,362,SE
https://openalex.org/A5122308898,Michalina Janik,https://api.openalex.org/works?filter=author.id:A5122308898,0,2,
https://openalex.org/A5016371653,Michele Starnini,https://api.openalex.org/works?filter=author.id:A5016371653,24,92,
https://openalex.org/A5059787882,Michele Tizzoni,https://api.openalex.org/works?filter=author.id:A5059787882,33,118,IT
https://openalex.org/A5109295857,M. d’Errico,https://api.openalex.org/works?filter=author.id:A5109295857,6,9,GB
https://openalex.org/A5052689841,Erzsébet Horváth–Puhó,https://api.openalex.org/works?filter=author.id:A5052689841,50,296,DK
https://openalex.org/A5009440845,Miguel Escobar Varela,https://api.openalex.org/works?filter=author.id:A5009440845,6,47,CL
https://openalex.org/A5090872107,Mihály Fazekas,https://api.openalex.org/works?filter=author.id:A5090872107,28,161,AT
https://openalex.org/A5070916458,Miia Bask,https://api.openalex.org/works?filter=author.id:A5070916458,10,44,SE
https://openalex.org/A5091517270,Mikael Bask,https://api.openalex.org/works?filter=author.id:A5091517270,19,87,SE
https://openalex.org/A5082051013,Mike Conway,https://api.openalex.org/works?filter=author.id:A5082051013,31,220,AU
https://openalex.org/A5062286782,Tamm Mikhail,https://api.openalex.org/works?filter=author.id:A5062286782,0,1,RU
https://openalex.org/A5002020728,Mikko Kivelä,https://api.openalex.org/works?filter=author.id:A5002020728,22,118,FI
https://openalex.org/A5012681383,Mila Oiva,https://api.openalex.org/works?filter=author.id:A5012681383,5,43,EE
https://openalex.org/A5069791094,Milena Tsvetkova,https://api.openalex.org/works?filter=author.id:A5069791094,12,76,GB
https://openalex.org/A5095699509,Mingmeng Geng,https://api.openalex.org/works?filter=author.id:A5095699509,1,6,
https://openalex.org/A5032616680,Mingmin Feng,https://api.openalex.org/works?filter=author.id:A5032616680,1,2,US
https://openalex.org/A5024099895,Mingqian Zheng,https://api.openalex.org/works?filter=author.id:A5024099895,3,8,
https://openalex.org/A5057457548,Gang Sun,https://api.openalex.org/works?filter=author.id:A5057457548,81,546,CN
https://openalex.org/A5083439440,Minji Heo,https://api.openalex.org/works?filter=author.id:A5083439440,1,1,KR
https://openalex.org/A5101976280,Minjin Lee,https://api.openalex.org/works?filter=author.id:A5101976280,9,26,KR
https://openalex.org/A5013939121,Seokwoo Jeon,https://api.openalex.org/works?filter=author.id:A5013939121,65,288,KR
https://openalex.org/A5009248582,Mirco Nanni,https://api.openalex.org/works?filter=author.id:A5009248582,26,155,CN
https://openalex.org/A5057262624,Miriam Hurtado Bodell,https://api.openalex.org/works?filter=author.id:A5057262624,3,12,
https://openalex.org/A5036764962,Miriam Schirmer,https://api.openalex.org/works?filter=author.id:A5036764962,3,13,
https://openalex.org/A5048615562,Mirjam Stieger,https://api.openalex.org/works?filter=author.id:A5048615562,15,43,CH
https://openalex.org/A5071165387,Mirta Galešić,https://api.openalex.org/works?filter=author.id:A5071165387,47,196,
https://openalex.org/A5125057768,Mirza Nayeem Ahmed,https://api.openalex.org/works?filter=author.id:A5125057768,0,2,
https://openalex.org/A5063652311,Mitsuo Yoshida,https://api.openalex.org/works?filter=author.id:A5063652311,29,384,CA
https://openalex.org/A5060248370,Moa Johansson,https://api.openalex.org/works?filter=author.id:A5060248370,15,111,SE
https://openalex.org/A5105892330,Moena Hashimoto,https://api.openalex.org/works?filter=author.id:A5105892330,1,4,
https://openalex.org/A5027814433,Mohammed Alsobay,https://api.openalex.org/works?filter=author.id:A5027814433,4,20,US
https://openalex.org/A5052536455,Mohsen Mosleh,https://api.openalex.org/works?filter=author.id:A5052536455,26,125,US
https://openalex.org/A5075302056,Mona Sloane,https://api.openalex.org/works?filter=author.id:A5075302056,12,61,US
https://openalex.org/A5084265580,Monideepa Tarafdar,https://api.openalex.org/works?filter=author.id:A5084265580,48,224,US
https://openalex.org/A5108652283,Honglak Lee,https://api.openalex.org/works?filter=author.id:A5108652283,83,373,US
https://openalex.org/A5069952976,Moritz Laber,https://api.openalex.org/works?filter=author.id:A5069952976,1,4,AT
https://openalex.org/A5059840085,Morten Mørup,https://api.openalex.org/works?filter=author.id:A5059840085,31,210,DK
https://openalex.org/A5056169745,Paschalis Steiropoulos,https://api.openalex.org/works?filter=author.id:A5056169745,44,402,GR
https://openalex.org/A5063441605,Muhua Huang,https://api.openalex.org/works?filter=author.id:A5063441605,15,45,CN
https://openalex.org/A5013327023,Munjung Kim,https://api.openalex.org/works?filter=author.id:A5013327023,2,5,
https://openalex.org/A5125117528,Myokyung Han,https://api.openalex.org/works?filter=author.id:A5125117528,0,1,KR
https://openalex.org/A5016557745,Myra Miranda Bom,https://api.openalex.org/works?filter=author.id:A5016557745,1,21,
https://openalex.org/A5037231816,Måns Magnusson,https://api.openalex.org/works?filter=author.id:A5037231816,11,23,SE
https://openalex.org/A5101667175,Na Jiang,https://api.openalex.org/works?filter=author.id:A5101667175,29,234,CN
https://openalex.org/A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,9,41,MX
https://openalex.org/A5038292442,Nadezhda Ozornina,https://api.openalex.org/works?filter=author.id:A5038292442,3,4,KR
https://openalex.org/A5065854593,Naitian Zhou,https://api.openalex.org/works?filter=author.id:A5065854593,3,10,
https://openalex.org/A5100331317,Nan Zhang,https://api.openalex.org/works?filter=author.id:A5100331317,78,382,CN
https://openalex.org/A5022900079,Naomi Baes,https://api.openalex.org/works?filter=author.id:A5022900079,6,19,
https://openalex.org/A5013862232,Naomi Muggleton,https://api.openalex.org/works?filter=author.id:A5013862232,5,18,GB
https://openalex.org/A5089004540,Narayani Vedam,https://api.openalex.org/works?filter=author.id:A5089004540,2,3,IN
https://openalex.org/A5087293181,Natalie Schroyens,https://api.openalex.org/works?filter=author.id:A5087293181,9,36,BE
https://openalex.org/A5114401778,Nathalie Greenfield,https://api.openalex.org/works?filter=author.id:A5114401778,2,3,US
https://openalex.org/A5050048947,Rudolf Valenta,https://api.openalex.org/works?filter=author.id:A5050048947,114,1023,NO
https://openalex.org/A5012458624,Nay San,https://api.openalex.org/works?filter=author.id:A5012458624,7,45,US
https://openalex.org/A5059611597,Neele Engelmann,https://api.openalex.org/works?filter=author.id:A5059611597,6,20,
https://openalex.org/A5123704730,Neeley Pate,https://api.openalex.org/works?filter=author.id:A5123704730,0,2,
https://openalex.org/A5062663565,Majid Elahi Shirvan,https://api.openalex.org/works?filter=author.id:A5062663565,26,105,IR
https://openalex.org/A5034089559,Neha Gondal,https://api.openalex.org/works?filter=author.id:A5034089559,11,24,US
https://openalex.org/A5062168541,Neil Fasching,https://api.openalex.org/works?filter=author.id:A5062168541,5,11,
https://openalex.org/A5100718209,Luong T. Nguyen,https://api.openalex.org/works?filter=author.id:A5100718209,46,122,CA
https://openalex.org/A5085261603,Niccolò Di Marco,https://api.openalex.org/works?filter=author.id:A5085261603,7,44,
https://openalex.org/A5010495671,Nicholas A. Christakis,https://api.openalex.org/works?filter=author.id:A5010495671,98,407,US
https://openalex.org/A5100731451,Eric Chen,https://api.openalex.org/works?filter=author.id:A5100731451,85,1435,CN
https://openalex.org/A5059396155,Hamilton Bennett,https://api.openalex.org/works?filter=author.id:A5059396155,23,30,US
https://openalex.org/A5090589044,Nick Haslam,https://api.openalex.org/works?filter=author.id:A5090589044,83,513,AU
https://openalex.org/A5116019828,Niclas Frederic Sturm,https://api.openalex.org/works?filter=author.id:A5116019828,1,2,PT
https://openalex.org/A5050477935,Nico Mutzner,https://api.openalex.org/works?filter=author.id:A5050477935,3,7,CH
https://openalex.org/A5012591564,Roberta Angelico,https://api.openalex.org/works?filter=author.id:A5012591564,26,155,
https://openalex.org/A5031799782,Nicola Perra,https://api.openalex.org/works?filter=author.id:A5031799782,36,139,MX
https://openalex.org/A5069318507,Nicolas Baumard,https://api.openalex.org/works?filter=author.id:A5069318507,31,206,FR
https://openalex.org/A5048633988,Nicolas Pröllochs,https://api.openalex.org/works?filter=author.id:A5048633988,22,102,
https://openalex.org/A5073186689,Nicolas Scharowski,https://api.openalex.org/works?filter=author.id:A5073186689,6,15,CH
https://openalex.org/A5086210260,Nicole Schwitter,https://api.openalex.org/works?filter=author.id:A5086210260,5,38,
https://openalex.org/A5069579180,Nicolò Gozzi,https://api.openalex.org/works?filter=author.id:A5069579180,13,47,MX
https://openalex.org/A5018195808,Nikolaos Nakis,https://api.openalex.org/works?filter=author.id:A5018195808,3,18,
https://openalex.org/A5000025221,Nikolas Zöller,https://api.openalex.org/works?filter=author.id:A5000025221,4,10,DE
https://openalex.org/A5078338477,Nima Dehmamy,https://api.openalex.org/works?filter=author.id:A5078338477,10,46,US
https://openalex.org/A5003859694,Nina Tahmasebi,https://api.openalex.org/works?filter=author.id:A5003859694,15,112,
https://openalex.org/A5040984419,Dan Ariely,https://api.openalex.org/works?filter=author.id:A5040984419,91,478,EG
https://openalex.org/A5079648413,Nir Grinberg,https://api.openalex.org/works?filter=author.id:A5079648413,9,31,RU
https://openalex.org/A5088249087,Niraj Kant Kushwaha,https://api.openalex.org/works?filter=author.id:A5088249087,4,18,IN
https://openalex.org/A5022598524,Saugato Datta,https://api.openalex.org/works?filter=author.id:A5022598524,12,50,US
https://openalex.org/A5074372343,Nobuhito Abe,https://api.openalex.org/works?filter=author.id:A5074372343,28,159,JP
https://openalex.org/A5021757437,Nori Jacoby,https://api.openalex.org/works?filter=author.id:A5021757437,30,151,US
https://openalex.org/A5080488841,Norina Anna Furrer,https://api.openalex.org/works?filter=author.id:A5080488841,1,3,CH
https://openalex.org/A5115804472,Noé Vidal-Naquet,https://api.openalex.org/works?filter=author.id:A5115804472,0,1,
https://openalex.org/A5100740160,Nuo Chen,https://api.openalex.org/works?filter=author.id:A5100740160,16,125,CN
https://openalex.org/A5058766860,Oded Cats,https://api.openalex.org/works?filter=author.id:A5058766860,56,431,NL
https://openalex.org/A5047713899,Ofer Tchernichovski,https://api.openalex.org/works?filter=author.id:A5047713899,29,101,
https://openalex.org/A5101848967,Oh‐Hyun Kwon,https://api.openalex.org/works?filter=author.id:A5101848967,8,31,JP
https://openalex.org/A5088930027,Khalid S. Khan,https://api.openalex.org/works?filter=author.id:A5088930027,100,1052,
https://openalex.org/A5044895611,Ole Hexel,https://api.openalex.org/works?filter=author.id:A5044895611,2,6,
https://openalex.org/A5017115713,Omkar Yadav,https://api.openalex.org/works?filter=author.id:A5017115713,6,44,IN
https://openalex.org/A5030437828,Onkar Sadekar,https://api.openalex.org/works?filter=author.id:A5030437828,6,15,AT
https://openalex.org/A5031461158,Onur Varol,https://api.openalex.org/works?filter=author.id:A5031461158,24,93,
https://openalex.org/A5120236069,Oromia Sero,https://api.openalex.org/works?filter=author.id:A5120236069,0,1,NL
https://openalex.org/A5056041083,Ozgur Can Seckin,https://api.openalex.org/works?filter=author.id:A5056041083,3,10,US
https://openalex.org/A5095839226,Pablo Biedma,https://api.openalex.org/works?filter=author.id:A5095839226,0,1,
https://openalex.org/A5100693197,Pan Zhou,https://api.openalex.org/works?filter=author.id:A5100693197,59,527,CN
https://openalex.org/A5082283204,Panayiotis Smeros,https://api.openalex.org/works?filter=author.id:A5082283204,6,19,
https://openalex.org/A5080193434,Pantelis P. Analytis,https://api.openalex.org/works?filter=author.id:A5080193434,10,51,DK
https://openalex.org/A5070491108,Paolo Bajardi,https://api.openalex.org/works?filter=author.id:A5070491108,21,60,BY
https://openalex.org/A5066749809,Paolo Turrini,https://api.openalex.org/works?filter=author.id:A5066749809,13,21,IT
https://openalex.org/A5058508760,Parisa Zahedi,https://api.openalex.org/works?filter=author.id:A5058508760,3,5,NL
https://openalex.org/A5081457786,Pattie Maes,https://api.openalex.org/works?filter=author.id:A5081457786,59,340,US
https://openalex.org/A5070221432,Patrick Gildersleve,https://api.openalex.org/works?filter=author.id:A5070221432,5,15,
https://openalex.org/A5064038244,Hao Wu,https://api.openalex.org/works?filter=author.id:A5064038244,38,121,CN
https://openalex.org/A5020901777,Paul E. Smaldino,https://api.openalex.org/works?filter=author.id:A5020901777,32,204,US
https://openalex.org/A5060975667,Paul Ginsparg,https://api.openalex.org/works?filter=author.id:A5060975667,35,98,
https://openalex.org/A5113447436,Paul D. Krauss,https://api.openalex.org/works?filter=author.id:A5113447436,10,40,
https://openalex.org/A5021149437,Paul L. Plener,https://api.openalex.org/works?filter=author.id:A5021149437,52,443,AT
https://openalex.org/A5050023117,Paul Röttger,https://api.openalex.org/works?filter=author.id:A5050023117,11,71,IT
https://openalex.org/A5072853267,Paul Schuler,https://api.openalex.org/works?filter=author.id:A5072853267,15,68,US
https://openalex.org/A5090347814,Paula Andrea Pérez-Toro,https://api.openalex.org/works?filter=author.id:A5090347814,11,73,US
https://openalex.org/A5032277739,Pavel Dimitrov Chachev,https://api.openalex.org/works?filter=author.id:A5032277739,1,2,DE
https://openalex.org/A5032431129,Pedro Ramaciotti Morales,https://api.openalex.org/works?filter=author.id:A5032431129,9,79,FR
https://openalex.org/A5044421492,Peidong Mei,https://api.openalex.org/works?filter=author.id:A5044421492,2,9,GB
https://openalex.org/A5021833788,Peng Liu,https://api.openalex.org/works?filter=author.id:A5021833788,84,572,IN
https://openalex.org/A5016970390,P. Carragher,https://api.openalex.org/works?filter=author.id:A5016970390,2,3,IE
https://openalex.org/A5071769816,Peter Hedström,https://api.openalex.org/works?filter=author.id:A5071769816,32,92,CA
https://openalex.org/A5048966126,Peter Selb,https://api.openalex.org/works?filter=author.id:A5048966126,20,93,DE
https://openalex.org/A5075208096,Peter Steiglechner,https://api.openalex.org/works?filter=author.id:A5075208096,3,17,AT
https://openalex.org/A5072261415,Petra Kralj Novak,https://api.openalex.org/works?filter=author.id:A5072261415,20,96,SI
https://openalex.org/A5079517520,Petter Holme,https://api.openalex.org/works?filter=author.id:A5079517520,51,252,FI
https://openalex.org/A5083526294,Phelia Weiß,https://api.openalex.org/works?filter=author.id:A5083526294,3,4,AT
https://openalex.org/A5043926040,Philip S. Chodrow,https://api.openalex.org/works?filter=author.id:A5043926040,7,28,US
https://openalex.org/A5054002545,Philipp Kessling,https://api.openalex.org/works?filter=author.id:A5054002545,2,9,DE
https://openalex.org/A5069375338,Philipp Koch,https://api.openalex.org/works?filter=author.id:A5069375338,41,176,DE
https://openalex.org/A5026949484,Philipp Lorenz-Spreen,https://api.openalex.org/works?filter=author.id:A5026949484,20,82,DE
https://openalex.org/A5057067619,Philipp Reineke,https://api.openalex.org/works?filter=author.id:A5057067619,3,10,US
https://openalex.org/A5005219721,Pier Luigi Sacco,https://api.openalex.org/works?filter=author.id:A5005219721,33,292,IT
https://openalex.org/A5116210782,Pietro Alessandro Aluffi,https://api.openalex.org/works?filter=author.id:A5116210782,1,1,
https://openalex.org/A5067146201,Pietro Saggese,https://api.openalex.org/works?filter=author.id:A5067146201,5,26,AT
https://openalex.org/A5042644425,Piyush Ghasiya,https://api.openalex.org/works?filter=author.id:A5042644425,6,23,
https://openalex.org/A5022638781,Pranav Goel,https://api.openalex.org/works?filter=author.id:A5022638781,8,37,US
https://openalex.org/A5073016286,Pallab Bhattacharya,https://api.openalex.org/works?filter=author.id:A5073016286,35,162,IN
https://openalex.org/A5084189967,Prashant Garg,https://api.openalex.org/works?filter=author.id:A5084189967,53,273,FI
https://openalex.org/A5076308776,Prateek K. Gupta,https://api.openalex.org/works?filter=author.id:A5076308776,27,116,US
https://openalex.org/A5035232681,Pratyush Yadav,https://api.openalex.org/works?filter=author.id:A5035232681,3,5,
https://openalex.org/A5011684148,Pratyusha Kalluri,https://api.openalex.org/works?filter=author.id:A5011684148,12,15,US
https://openalex.org/A5063837575,Przemyslaw A. Grabowicz,https://api.openalex.org/works?filter=author.id:A5063837575,14,57,US
https://openalex.org/A5041467283,Pu‐yan Nie,https://api.openalex.org/works?filter=author.id:A5041467283,31,167,CN
https://openalex.org/A5023536673,Pádraig MacCarron,https://api.openalex.org/works?filter=author.id:A5023536673,13,71,IE
https://openalex.org/A5060120779,Qian Huang,https://api.openalex.org/works?filter=author.id:A5060120779,50,190,CN
https://openalex.org/A5037093270,Qiankun Zhong,https://api.openalex.org/works?filter=author.id:A5037093270,6,26,
https://openalex.org/A5080977078,Qixuan Zhao,https://api.openalex.org/works?filter=author.id:A5080977078,9,26,KN
https://openalex.org/A5077137261,Qunshan Zhao,https://api.openalex.org/works?filter=author.id:A5077137261,17,96,GB
https://openalex.org/A5054791973,Debbie A. Lawlor,https://api.openalex.org/works?filter=author.id:A5054791973,175,2106,GB
https://openalex.org/A5049216179,Rachel Goldberg,https://api.openalex.org/works?filter=author.id:A5049216179,16,35,US
https://openalex.org/A5010544062,Rachith Aiyappa,https://api.openalex.org/works?filter=author.id:A5010544062,2,4,US
https://openalex.org/A5001774343,Radhika Krishnan,https://api.openalex.org/works?filter=author.id:A5001774343,20,63,IN
https://openalex.org/A5089195241,Radosław Michalski,https://api.openalex.org/works?filter=author.id:A5089195241,21,70,PL
https://openalex.org/A5108328977,M. Tanase,https://api.openalex.org/works?filter=author.id:A5108328977,3,5,RO
https://openalex.org/A5016104509,Rafael Prieto-Curiel,https://api.openalex.org/works?filter=author.id:A5016104509,18,87,AT
https://openalex.org/A5081149419,Raffaele Vacca,https://api.openalex.org/works?filter=author.id:A5081149419,16,52,IT
https://openalex.org/A5038144794,Raiyan Abdul Baten,https://api.openalex.org/works?filter=author.id:A5038144794,5,29,CA
https://openalex.org/A5068556395,Ralph Hertwig,https://api.openalex.org/works?filter=author.id:A5068556395,79,617,NL
https://openalex.org/A5067625837,Ralph Schroeder,https://api.openalex.org/works?filter=author.id:A5067625837,48,283,GB
https://openalex.org/A5117445889,Raluca Rilla,https://api.openalex.org/works?filter=author.id:A5117445889,2,5,DE
https://openalex.org/A5034735453,Ramona Schoedel,https://api.openalex.org/works?filter=author.id:A5034735453,14,81,DE
https://openalex.org/A5000975021,Raphael Richter,https://api.openalex.org/works?filter=author.id:A5000975021,5,14,DE
https://openalex.org/A5055063198,R. Muralidharan,https://api.openalex.org/works?filter=author.id:A5055063198,7,26,IN
https://openalex.org/A5065168968,Hamza Samouh,https://api.openalex.org/works?filter=author.id:A5065168968,12,28,US
https://openalex.org/A5117865417,Reagan Grey Keeney,https://api.openalex.org/works?filter=author.id:A5117865417,0,2,US
https://openalex.org/A5015843011,Reed Orchinik,https://api.openalex.org/works?filter=author.id:A5015843011,4,20,US
https://openalex.org/A5019962493,Renáta Topinková,https://api.openalex.org/works?filter=author.id:A5019962493,3,13,DE
https://openalex.org/A5047024225,René Algesheimer,https://api.openalex.org/works?filter=author.id:A5047024225,22,104,CH
https://openalex.org/A5071778778,René F. Kizilcec,https://api.openalex.org/works?filter=author.id:A5071778778,35,187,
https://openalex.org/A5037146201,Rense Corten,https://api.openalex.org/works?filter=author.id:A5037146201,21,101,NL
https://openalex.org/A5050812782,Renu Singh,https://api.openalex.org/works?filter=author.id:A5050812782,23,95,
https://openalex.org/A5012092057,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5012092057,8,66,
https://openalex.org/A5054504541,Ricardo R. Cevallos,https://api.openalex.org/works?filter=author.id:A5054504541,8,17,US
